#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/  1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
153.0,Papua New Guinea,46182,,668.0,,43982.0,,1532.0,7.0,4970.0,72.0,249149.0,26813.0,9292169.0,Australia/Oceania,201.0,13910.0,37.0,,,165.0
154.0,Curaçao,45986,,295.0,,44720.0,,971.0,3.0,277812.0,1782.0,496693.0,3000640.0,165529.0,North America,4.0,561.0,0.0,,,5866.0
155.0,Aruba,43641,,236.0,,42438.0,,967.0,2.0,405552.0,2193.0,177885.0,1653068.0,107609.0,North America,2.0,456.0,1.0,,,8986.0
156.0,Mayotte,41206,,187.0,,,,,,143947.0,653.0,176919.0,618038.0,286259.0,Africa,7.0,1531.0,2.0,,,132939.0
157.0,Mauritius,41042,,1032.0,,39278.0,,732.0,,32197.0,810.0,358675.0,281374.0,1274727.0,Africa,31.0,1235.0,4.0,,,574.0
158.0,Tanzania,40656,,845.0,,,,,7.0,642.0,13.0,,,63298550.0,Africa,1557.0,74910.0,,,,626.0
159.0,Togo,39330,,290.0,,39035.0,,5.0,,4531.0,33.0,801709.0,92354.0,8680837.0,Africa,221.0,29934.0,11.0,,,0.6
160.0,Guinea,38153,,464.0,,37218.0,,471.0,8.0,2752.0,33.0,660107.0,47607.0,13865691.0,Africa,363.0,29883.0,21.0,,,34.0
161.0,Isle of Man,38008,,116.0,,,,,,443335.0,1353.0,150753.0,1758422.0,85732.0,Europe,2.0,739.0,1.0,,,129450.0
162.0,Bahamas,37483,,833.0,,36360.0,,290.0,1.0,93587.0,2080.0,257839.0,643767.0,400516.0,North America,11.0,481.0,2.0,,,724.0
163.0,Faeroe Islands,34658,,28.0,,,,,5.0,703959.0,569.0,778000.0,15802409.0,49233.0,Europe,1.0,1758.0,0.0,,,547133.0
164.0,Lesotho,34490,,706.0,,25980.0,,7804.0,,15852.0,324.0,431221.0,198199.0,2175699.0,Africa,63.0,3082.0,5.0,,,3587.0
165.0,Haiti,33862,,860.0,,32897.0,,105.0,,2899.0,74.0,132422.0,11337.0,11680283.0,North America,345.0,13582.0,88.0,,,9.0
166.0,Mali,32760,,742.0,,31941.0,,77.0,,1526.0,35.0,777936.0,36227.0,21473764.0,Africa,655.0,28940.0,28.0,,,4.0
167.0,Cayman Islands,31359,,36.0,,8553.0,,22770.0,1.0,466118.0,535.0,222773.0,3311280.0,67277.0,North America,2.0,1869.0,0.0,,,338451.0
168.0,Saint Lucia,29550,,404.0,,29095.0,,51.0,,159632.0,2182.0,210983.0,1139752.0,185113.0,North America,6.0,458.0,1.0,,,276.0
169.0,Benin,27980,,163.0,,27746.0,,71.0,5.0,2189.0,13.0,604310.0,47268.0,12784726.0,Africa,457.0,78434.0,21.0,,,6.0
170.0,Somalia,27254,,1361.0,,13182.0,,12711.0,,1618.0,81.0,400466.0,23778.0,16841795.0,Africa,618.0,12375.0,42.0,,,755.0
171.0,Congo,25375,,386.0,,24006.0,,983.0,,4377.0,67.0,347815.0,59991.0,5797805.0,Africa,228.0,15020.0,17.0,,,170.0
172.0,Solomon Islands,24575,,153.0,,,,,1.0,34077.0,212.0,,,721159.0,Australia/Oceania,29.0,4713.0,,,,11183.0
173.0,Timor-Leste,23354,,138.0,,23102.0,,114.0,,17054.0,101.0,278529.0,203391.0,1369429.0,Asia,59.0,9923.0,5.0,,,83.0
174.0,Micronesia,22203,,55.0,,,,,1.0,188979.0,468.0,21923.0,186596.0,117489.0,Australia/Oceania,5.0,2136.0,5.0,,,187030.0
175.0,San Marino,22167,,119.0,,21826.0,,222.0,4.0,650345.0,3491.0,157634.0,4624732.0,34085.0,Europe,2.0,286.0,0.0,,,6513.0
176.0,Burkina Faso,21631,,387.0,,21143.0,,101.0,,979.0,18.0,248995.0,11265.0,22102838.0,Africa,1022.0,57113.0,89.0,,,5.0
177.0,Liechtenstein,20984,37.0,87.0,,20795.0,2.0,102.0,,546643.0,2266.0,112457.0,2929559.0,38387.0,Europe,2.0,441.0,0.0,964.0,,2657.0
178.0,Gibraltar,20184,,110.0,,16579.0,,3495.0,,598861.0,3264.0,534283.0,15852213.0,33704.0,Europe,2.0,306.0,0.0,,,103697.0
179.0,Grenada,19613,,237.0,,19358.0,,18.0,4.0,172840.0,2089.0,182981.0,1612523.0,113475.0,North America,6.0,479.0,1.0,,,159.0
180.0,Nicaragua,18491,,225.0,,4225.0,,14041.0,,2728.0,33.0,,,6779100.0,North America,367.0,30129.0,,,,2071.0
181.0,Bermuda,18463,,151.0,,18289.0,,23.0,,298084.0,2438.0,1018578.0,16444857.0,61939.0,North America,3.0,410.0,0.0,,,371.0
182.0,South Sudan,18350,,138.0,,18115.0,,97.0,1.0,1579.0,12.0,410280.0,35313.0,11618511.0,Africa,633.0,84192.0,28.0,,,8.0
183.0,Tajikistan,17786,,125.0,,17264.0,,397.0,,1786.0,13.0,,,9957464.0,Asia,560.0,79660.0,,,,40.0
184.0,Equatorial Guinea,17183,,183.0,,16879.0,,121.0,5.0,11481.0,122.0,365697.0,244342.0,1496662.0,Africa,87.0,8178.0,4.0,,,81.0
185.0,Tonga,16182,,12.0,,15638.0,,532.0,,150182.0,111.0,535009.0,4965327.0,107749.0,Australia/Oceania,7.0,8979.0,0.0,,,4937.0
186.0,Samoa,15967,,29.0,,1605.0,,14333.0,4.0,78951.0,143.0,187397.0,926612.0,202239.0,Australia/Oceania,13.0,6974.0,1.0,,,70872.0
187.0,Dominica,15760,,74.0,,15673.0,,13.0,,217848.0,1023.0,229344.0,3170187.0,72344.0,North America,5.0,978.0,0.0,,,180.0
188.0,Djibouti,15690,,189.0,,15427.0,,74.0,,15441.0,186.0,305941.0,301094.0,1016097.0,Africa,65.0,5376.0,3.0,,,73.0
189.0,Marshall Islands,15541,,17.0,,15390.0,,134.0,22.0,258771.0,283.0,,,60057.0,Australia/Oceania,4.0,3533.0,,,,2231.0
190.0,Monaco,15472,,63.0,,15268.0,,141.0,4.0,388910.0,1584.0,78646.0,1976875.0,39783.0,Europe,3.0,631.0,1.0,,,3544.0
191.0,CAR,15311,,113.0,,14615.0,,583.0,2.0,3052.0,23.0,81294.0,16205.0,5016678.0,Africa,328.0,44395.0,62.0,,,116.0
192.0,Gambia,12586,,372.0,,12189.0,,25.0,,4919.0,145.0,155686.0,60851.0,2558482.0,Africa,203.0,6878.0,16.0,,,10.0
193.0,Saint Martin,12058,,63.0,,1399.0,,10596.0,7.0,303499.0,1586.0,112382.0,2828643.0,39730.0,North America,3.0,631.0,0.0,,,266700.0
194.0,Greenland,11971,,21.0,,2761.0,,9189.0,4.0,210117.0,369.0,164926.0,2894810.0,56973.0,North America,5.0,2713.0,0.0,,,161287.0
195.0,Vanuatu,11952,,14.0,,11937.0,,1.0,,37137.0,44.0,24976.0,77606.0,321832.0,Australia/Oceania,27.0,22988.0,13.0,,,3.0
196.0,Yemen,11945,,2159.0,,9124.0,,662.0,23.0,383.0,69.0,329592.0,10579.0,31154867.0,Asia,2608.0,14430.0,95.0,,,21.0
197.0,Caribbean Netherlands,11426,,36.0,,10476.0,,914.0,,428791.0,1351.0,30126.0,1130559.0,26647.0,North America,2.0,740.0,1.0,,,34300.0
198.0,Sint Maarten,10931,,89.0,,10833.0,,9.0,,248624.0,2024.0,62056.0,1411454.0,43966.0,North America,4.0,494.0,1.0,,,205.0
199.0,Eritrea,10189,,103.0,,10086.0,,0.0,,2782.0,28.0,23693.0,6470.0,3662244.0,Africa,359.0,35556.0,155.0,,,
200.0,Niger,9931,,312.0,,8890.0,,729.0,1.0,381.0,12.0,254538.0,9759.0,26083660.0,Africa,2626.0,83601.0,102.0,,,28.0
201.0,Antigua and Barbuda,9106,,146.0,,8954.0,,6.0,1.0,91509.0,1467.0,18901.0,189943.0,99509.0,North America,11.0,682.0,5.0,,,60.0
202.0,Comoros,8965,,161.0,,8786.0,,18.0,,9880.0,177.0,,,907419.0,Africa,101.0,5636.0,,,,20.0
203.0,Guinea-Bissau,8848,,176.0,,8642.0,,30.0,6.0,4288.0,85.0,145231.0,70385.0,2063367.0,Africa,233.0,11724.0,14.0,,,15.0
204.0,Liberia,8022,,294.0,,7715.0,,13.0,2.0,1512.0,55.0,139824.0,26356.0,5305117.0,Africa,661.0,18045.0,38.0,,,2.0
205.0,Sierra Leone,7759,,126.0,,,,,,934.0,15.0,259958.0,31296.0,8306436.0,Africa,1071.0,65924.0,32.0,,,330.0
206.0,Chad,7646,,194.0,,4874.0,,2578.0,,439.0,11.0,191341.0,10988.0,17413580.0,Africa,2277.0,89761.0,91.0,,,148.0
207.0,British Virgin Islands,7305,,64.0,,,,,,238757.0,2092.0,107339.0,3508269.0,30596.0,North America,4.0,478.0,0.0,,,392.0
208.0,St. Vincent Grenadines,7112,,115.0,,6641.0,,356.0,,63756.0,1031.0,100856.0,904125.0,111551.0,North America,16.0,970.0,1.0,,,3191.0
209.0,Saint Kitts and Nevis,6552,,46.0,,6482.0,,24.0,,121624.0,854.0,124861.0,2317778.0,53871.0,North America,8.0,1171.0,0.0,,,446.0
210.0,Turks and Caicos,6446,,36.0,,6392.0,,18.0,4.0,162200.0,906.0,550241.0,13845676.0,39741.0,North America,6.0,1104.0,0.0,,,453.0
211.0,Cook Islands,6389,,1.0,,6384.0,,4.0,,363610.0,57.0,19690.0,1120596.0,17571.0,Australia/Oceania,3.0,17571.0,1.0,,,228.0
212.0,Sao Tome and Principe,6278,,77.0,,6201.0,,0.0,,27574.0,338.0,29036.0,127530.0,227679.0,Africa,36.0,2957.0,8.0,,,
213.0,Palau,5785,,7.0,,5622.0,,156.0,1.0,317282.0,384.0,67025.0,3676027.0,18233.0,Australia/Oceania,3.0,2605.0,0.0,,,8556.0
214.0,St. Barth,5348,,6.0,,,,,,537758.0,603.0,78646.0,7908095.0,9945.0,North America,2.0,1658.0,0.0,,,490699.0
215.0,Nauru,4621,,1.0,,4609.0,,11.0,,423828.0,92.0,20509.0,1881042.0,10903.0,Australia/Oceania,2.0,10903.0,1.0,,,1009.0
216.0,Anguilla,3904,,12.0,,3879.0,,13.0,4.0,256336.0,788.0,51382.0,3373736.0,15230.0,North America,4.0,1269.0,0.0,,,854.0
217.0,Kiribati,3430,,13.0,,2703.0,,714.0,3.0,27792.0,105.0,,,123419.0,Australia/Oceania,36.0,9494.0,,,,5785.0
218.0,Saint Pierre Miquelon,3282,,1.0,,2449.0,,832.0,1.0,569891.0,174.0,25242.0,4383053.0,5759.0,North America,2.0,5759.0,0.0,,,144470.0
219.0,Tuvalu,2805,,,,,,2805.0,,232471.0,,,,12066.0,Australia/Oceania,4.0,,,,,232471.0
220.0,Falkland Islands,1930,,,,1930.0,,0.0,,545352.0,,8632.0,2439107.0,3539.0,South America,2.0,,0.0,,,
221.0,Saint Helena,1806,,,,2.0,,1804.0,,295339.0,,,,6115.0,Africa,3.0,,,,,295012.0
222.0,Montserrat,1403,,8.0,,1376.0,,19.0,,282578.0,1611.0,17762.0,3577442.0,4965.0,North America,4.0,621.0,0.0,,,3827.0
223.0,Macao,810,2.0,6.0,,791.0,,13.0,,1214.0,9.0,7850.0,11760.0,667490.0,Asia,824.0,111248.0,85.0,3.0,,19.0
224.0,Wallis and Futuna,761,,7.0,,438.0,,316.0,,69295.0,637.0,20508.0,1867419.0,10982.0,Australia/Oceania,14.0,1569.0,1.0,,,28774.0
225.0,Diamond Princess,712,,13.0,,699.0,,0.0,,,,,,,,,,,,,
226.0,Niue,156,9.0,,,107.0,1.0,49.0,,96178.0,,,,1622.0,Australia/Oceania,10.0,,,5549.0,,30210.0
227.0,Vatican City,29,,,,29.0,,0.0,,36295.0,,,,799.0,Europe,28.0,,,,,
228.0,Western Sahara,10,,1.0,,9.0,,0.0,,16.0,2.0,,,626161.0,Africa,62616.0,626161.0,,,,
229.0,MS Zaandam,9,,2.0,,7.0,,0.0,,,,,,,,,,,,,
230.0,China,327964,4278.0,5233.0,,283983.0,2877.0,38748.0,98.0,226.0,4.0,160000000.0,110461.0,1448471400.0,Asia,4417.0,276796.0,9.0,3.0,,27.0
,Total:,119336195,14.0,1565294.0,,114707017.0,,3063884.0,8634.0,,,,,,North America,,,,,,
,Total:,199649446,199239.0,1498975.0,344.0,190643843.0,72735.0,7506628.0,9528.0,,,,,,Asia,,,,,,
,Total:,238843325,72714.0,1962437.0,170.0,232991848.0,69461.0,3889040.0,7630.0,,,,,,Europe,,,,,,
,Total:,65211185,4447.0,1336135.0,26.0,63225216.0,7674.0,649834.0,10169.0,,,,,,South America,,,,,,
,Total:,13087163,18704.0,22338.0,36.0,12761462.0,1.0,303363.0,137.0,,,,,,Australia/Oceania,,,,,,
,Total:,12711579,329.0,258117.0,,12018618.0,,434844.0,843.0,,,,,,Africa,,,,,,
,Total:,721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,
,Total:,648839614,295447.0,6643311.0,576.0,626348710.0,152178.0,15847593.0,36941.0,83240.1,852.3,,,,All,,,,,,
